new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,0,0,0,0,0,4096,8,121300.2
1,1,1,0,0,100,4096,4,11760.2
5,0,1,0,1,90,8,4,9102.4
5,0,1,0,0,80,4096,10,298796.8
4,1,0,1,1,40,512,0,35762.4
1,1,0,1,0,90,8,6,98707.0
5,1,1,1,0,50,512,2,9134.2
1,0,0,0,0,60,2,4,13260.8
3,1,1,1,0,90,512,0,12104.8
3,1,1,1,0,50,256,8,38153.0
2,0,1,1,0,0,2,2,17797.8
3,0,1,0,0,60,2048,6,10538.4
2,1,0,0,0,20,512,4,4989.0
3,1,0,0,1,50,16,8,37727.8
5,1,0,0,1,20,8,0,9152.6
3,1,0,0,0,50,1,10,50551.0
5,1,1,1,0,30,64,4,9216.0
3,0,0,0,0,10,256,2,12521.4
4,1,0,1,1,20,128,2,35859.4
3,1,1,0,0,80,4096,0,12123.2
4,1,0,0,0,10,4096,8,46927.6
1,0,1,1,0,30,4,10,114098.0
5,1,0,0,1,0,2,6,47599.2
3,1,0,1,1,10,4,10,47239.6
3,1,1,0,1,40,1024,4,12121.4
2,1,1,0,1,70,8,8,86453.6
4,0,0,0,0,100,16,6,20029.6
2,1,0,1,1,0,8,8,131993.4
3,1,0,0,0,20,1,10,50081.0
2,0,0,1,0,30,2048,6,91577.4
5,0,0,1,1,80,64,8,120909.2
4,1,0,0,0,50,256,8,39615.0
3,0,0,1,0,60,1,2,14218.4
3,1,1,1,1,10,16,8,38976.8
4,0,1,0,1,80,64,10,113365.2
3,1,0,0,0,60,4,8,37436.4
3,1,0,1,1,50,8,2,12489.4
5,0,1,0,0,20,128,8,121534.0
5,1,1,0,1,60,4,0,9192.0
2,1,1,0,0,60,4096,8,101362.6
4,1,0,0,1,10,1024,6,21563.0
3,0,1,0,0,0,128,8,44369.0
2,1,0,1,0,50,256,6,90899.6
5,1,1,1,0,20,512,8,121553.6
1,1,1,1,1,90,2,6,107058.8
1,1,1,1,0,40,4,8,114202.2
2,1,1,1,1,10,1,6,116337.0
2,0,1,1,0,60,4,4,12489.2
2,0,1,0,0,40,16,6,85217.2
3,0,0,0,1,50,32,0,12132.4
2,0,1,0,0,0,64,4,17976.6
2,1,0,0,1,30,16,8,96812.8
1,1,0,0,0,30,128,4,11911.8
2,1,0,1,1,70,2048,4,11849.4
3,0,1,0,1,60,1024,0,12091.6
2,0,0,0,0,60,8,8,86151.6
5,1,1,0,1,80,1,8,120647.6
3,0,1,1,1,10,1024,6,11714.6
5,1,0,0,0,0,4,8,121238.6
5,1,0,1,0,50,2,0,9145.4
2,0,0,1,1,80,1024,0,17696.6
1,1,1,1,0,60,2048,8,102589.2
1,1,0,1,0,80,4096,0,17727.6
4,0,0,1,1,0,16,0,35578.2
5,1,0,1,0,70,8,2,9184.2
5,1,0,0,1,50,4096,2,9189.0
3,0,1,0,0,30,1024,0,12192.8
2,1,0,0,0,90,64,8,101449.6
5,1,0,0,1,20,32,0,9165.2
5,1,0,1,0,30,4096,8,121918.0
2,0,0,1,1,20,4,4,12508.4
4,1,0,1,0,50,512,2,35942.2
5,0,0,0,1,40,64,0,9153.0
1,1,0,0,0,0,1024,6,82156.4
1,1,1,1,1,100,8,6,98734.8
3,0,1,1,0,100,32,6,10947.8
5,1,1,1,0,20,128,4,9117.8
1,0,1,0,1,10,4096,8,99502.8
5,1,0,0,1,80,1,8,121336.8
4,0,1,1,0,40,2048,10,415619.0
2,1,1,0,1,70,4096,4,4372.4
4,0,1,0,0,10,8,6,23685.2
5,1,0,1,0,20,2048,4,9239.8
4,0,1,0,1,30,4,6,23551.8
3,0,0,1,1,10,8,8,37964.6
3,0,1,0,0,100,128,0,12182.8
5,1,1,0,0,50,4,2,9151.6
1,0,0,0,1,50,64,2,17783.6
5,0,1,0,1,100,1024,0,9135.4
1,0,1,0,0,100,512,4,11713.6
5,0,1,0,0,50,512,6,47725.8
3,0,1,0,1,0,1,0,15842.8
3,1,0,0,0,50,2,6,15594.8
1,0,0,0,1,30,256,6,88885.2
3,1,0,0,0,50,8,10,47506.0
4,0,1,1,0,0,4096,2,35511.8
4,0,1,1,0,30,64,10,414474.2
4,1,0,1,1,0,8,8,115889.8
3,0,1,0,0,70,16,8,37498.0
4,1,1,1,0,100,1,8,123651.4
